DistrictId,Ecology_1,Ecology_2,Ecology_3,Floor,Helthcare_2,HouseFloor,HouseYear,LifeSquare,Rooms,Shops_1,Shops_2,Social_3,Square,Kitchen1,Kitchen2,Kitchen3,Mean_room_square,Mean_room_Lsquare,Median_pps_per_district,Median_pps_per_Hyear,Median_pps_per_Hfloor,Median_pps_per_NRooms,Median_ppls_per_district,Median_ppls_per_Hyear,Median_ppls_per_Hfloor,Median_ppls_per_NRooms,Med_price_per_district,Med_price_per_Hyear,Med_price_per_Hfloor,Med_price_per_NRooms,Social_12
44,0.036122292,0,0,7.0,1,9.0,1972,18.209648,1,1,0,0,34.767227,1,0,0,34.767227,18.209648,4610.3994140625,4285.7939453125,4315.83203125,3935.40087890625,4610.3994140625,4285.7939453125,4315.83203125,3935.40087890625,208164.46875,201105.3125,195829.125,155000.03125,0.5468990005072479
90,0.26508868,0,0,2.0,3,5.0,1965,28.08569,2,2,0,0,42.17678,1,0,0,21.08839,14.042845,4451.2431640625,4366.78125,4170.19580078125,3900.695068359375,4451.2431640625,4366.78125,4170.19580078125,3900.695068359375,182589.03125,183592.140625,183167.921875,200320.75,0.7706846418186624
200,0.0,0,0,5.0,2,6.0,1960,58.447968,3,5,0,1,85.28039,0,1,0,28.426796,19.482656,5248.3779296875,4485.7646484375,4034.211181640625,3854.768310546875,5248.3779296875,4485.7646484375,4034.211181640625,3854.768310546875,328416.9375,239493.015625,184713.765625,268864.5,0.8296097048674368
23,0.07577875,0,0,4.0,0,17.0,1977,30.121466,1,2,0,3,41.118767,0,0,0,41.118767,30.121466,2269.940673828125,2892.705078125,3152.9189453125,3935.40087890625,2269.940673828125,2892.705078125,3152.9189453125,3935.40087890625,113789.5625,168658.34375,183447.625,155000.03125,0.14817069250058942
43,0.015016892,0,0,5.0,0,9.0,1961,26.350359,2,8,0,59,43.70166,1,0,0,21.85083,13.1751795,7569.69970703125,4500.447265625,4315.83203125,3900.695068359375,7569.69970703125,4500.447265625,4315.83203125,3900.695068359375,321506.28125,196575.453125,195829.125,200320.75,0.3836287516699888
177,0.0,0,0,9.0,0,25.0,2012,48.991135,3,2,0,2,77.87394,0,0,1,25.95798,16.330378,4473.0908203125,3454.446533203125,3010.15673828125,3854.768310546875,4473.0908203125,3454.446533203125,3010.15673828125,3854.768310546875,200068.1875,199556.859375,179235.28125,268864.5,0.8325610304991748
23,0.03465608,0,0,0.0,0,16.0,1977,60.24293,2,0,0,0,60.50325,0,0,0,30.251625,30.121466,2269.940673828125,2892.705078125,4517.447265625,3900.695068359375,2269.940673828125,2892.705078125,4517.447265625,3900.695068359375,113789.5625,168658.34375,225625.59375,200320.75,0.0
99,0.03349371,0,0,4.0,3,5.0,1971,32.613827,2,8,0,1,45.257137,1,0,0,22.628569,16.306913,3992.03125,4351.341796875,4170.19580078125,3900.695068359375,3992.03125,4351.341796875,4170.19580078125,3900.695068359375,178829.171875,196260.71875,183167.921875,200320.75,1.441984411056576
101,0.22582495,1,0,5.0,3,5.0,1963,37.275616,3,2,0,7,58.419815,1,0,0,19.473272,12.425205,4188.41455078125,4348.6357421875,4170.19580078125,3854.768310546875,4188.41455078125,4348.6357421875,4170.19580078125,3854.768310546875,184276.5,183953.15625,183167.921875,268864.5,0.89188117538633
1,0.007122317,0,0,9.0,0,17.0,1977,54.723568,2,1,0,0,56.494316,0,0,0,28.247158,27.361784,3248.401611328125,2892.705078125,3152.9189453125,3900.695068359375,3248.401611328125,2892.705078125,3152.9189453125,3900.695068359375,183663.4375,168658.34375,183447.625,200320.75,0.018588850547613438
23,0.07577875,0,0,16.0,0,17.0,1977,58.69213,2,2,0,3,58.69213,0,0,0,29.346066,30.121466,2269.940673828125,2892.705078125,3152.9189453125,3900.695068359375,2269.940673828125,2892.705078125,3152.9189453125,3900.695068359375,113789.5625,168658.34375,183447.625,200320.75,0.14817069250058942
38,0.060753047,0,0,0.0,0,20.0,2017,104.211395,3,7,0,2,106.3404,0,0,0,35.4468,34.737133,4630.8544921875,3042.24267578125,3536.02099609375,3854.768310546875,4630.8544921875,3042.24267578125,3536.02099609375,3854.768310546875,329248.59375,182074.046875,209867.671875,268864.5,0.34116424116424116
21,0.19448927,0,0,5.0,3,5.0,1970,33.533432,2,5,0,3,48.85174,1,0,0,24.42587,16.766716,3986.568115234375,4452.4560546875,4170.19580078125,3900.695068359375,3986.568115234375,4452.4560546875,4170.19580078125,3900.695068359375,181779.71875,194070.5625,183167.921875,200320.75,1.0494095205435412
23,0.03465608,0,0,9.0,0,12.0,1977,49.92949,2,0,0,0,49.92949,0,0,0,24.964745,30.121466,2269.940673828125,2892.705078125,4191.1552734375,3900.695068359375,2269.940673828125,2892.705078125,4191.1552734375,3900.695068359375,113789.5625,168658.34375,197485.34375,200320.75,0.0
103,0.014423114,0,0,7.0,0,16.0,1981,23.292934,1,3,0,4,41.53814,0,1,0,41.53814,23.292934,4953.81201171875,4408.5556640625,4517.447265625,3935.40087890625,4953.81201171875,4408.5556640625,4517.447265625,3935.40087890625,253670.90625,226962.9375,225625.59375,155000.03125,0.4490908831115017
23,0.014072961,0,0,3.0,0,9.0,1977,46.80799,1,0,0,0,47.0801,0,0,1,47.0801,46.80799,2269.940673828125,2892.705078125,4315.83203125,3935.40087890625,2269.940673828125,2892.705078125,4315.83203125,3935.40087890625,113789.5625,168658.34375,195829.125,155000.03125,0.04325753191732573
98,0.19578105,0,0,8.0,3,14.0,2003,20.455946,1,2,0,6,41.270615,0,1,0,41.270615,20.455946,4444.97998046875,4803.50244140625,4155.375,3935.40087890625,4444.97998046875,4803.50244140625,4155.375,3935.40087890625,191914.21875,269701.03125,203235.09375,155000.03125,0.5774774774774776
170,0.21843974,0,0,3.0,4,5.0,1963,21.675589,1,7,1,6,35.390236,1,0,0,35.390236,21.675589,4949.7763671875,4348.6357421875,4170.19580078125,3935.40087890625,4949.7763671875,4348.6357421875,4170.19580078125,3935.40087890625,225832.15625,183953.15625,183167.921875,155000.03125,0.511328060812597
94,0.28279766,0,0,9.0,0,11.0,1971,23.354176,1,6,0,2,35.280895,1,0,0,35.280895,23.354176,4219.99267578125,4351.341796875,3858.347412109375,3935.40087890625,4219.99267578125,4351.341796875,3858.347412109375,3935.40087890625,181706.71875,196260.71875,205554.84375,155000.03125,0.8952718777461046
1,0.007122317,0,0,17.0,0,22.0,2016,61.400055,2,1,0,0,65.2246,0,0,0,32.6123,30.700027,3248.401611328125,2877.744140625,4163.1494140625,3900.695068359375,3248.401611328125,2877.744140625,4163.1494140625,3900.695068359375,183663.4375,169595.375,236293.1875,200320.75,0.018588850547613438
44,0.17505486,0,0,3.0,1,14.0,1973,20.94667,1,0,0,3,31.893484,0,1,0,31.893484,20.94667,4610.3994140625,4351.25146484375,4155.375,3935.40087890625,4610.3994140625,4351.25146484375,4155.375,3935.40087890625,208164.46875,202873.625,203235.09375,155000.03125,1.0091933329046732
1,0.007122317,0,0,14.0,0,17.0,1977,32.085632,1,1,0,0,42.414177,0,0,0,42.414177,32.085632,3248.401611328125,2892.705078125,3152.9189453125,3935.40087890625,3248.401611328125,2892.705078125,3152.9189453125,3935.40087890625,183663.4375,168658.34375,183447.625,155000.03125,0.018588850547613438
48,0.041124634,0,0,4.0,1,9.0,1980,38.70193,3,10,0,5,60.496735,1,0,0,20.165579,12.900643,5063.013671875,4450.40087890625,4315.83203125,3854.768310546875,5063.013671875,4450.40087890625,4315.83203125,3854.768310546875,240288.28125,195078.296875,195829.125,268864.5,1.1157796972229963
5,0.15081754,0,0,14.0,4,22.0,1991,31.149445,2,5,0,4,54.477432,0,1,0,27.238716,15.574722,4853.2666015625,4298.18701171875,4163.1494140625,3900.695068359375,4853.2666015625,4298.18701171875,4163.1494140625,3900.695068359375,238902.09375,220311.796875,236293.1875,200320.75,0.38883054346971874
23,0.005767451,0,0,3.0,0,3.0,1977,56.2187,2,0,0,0,56.2187,0,0,0,28.10935,30.121466,2269.940673828125,2892.705078125,2322.60302734375,3900.695068359375,2269.940673828125,2892.705078125,2322.60302734375,3900.695068359375,113789.5625,168658.34375,163885.578125,200320.75,0.025144494216659166
28,0.11853738,0,0,1.0,1,12.0,1970,23.281713,1,0,0,1,38.007935,0,1,0,38.007935,23.281713,4385.48876953125,4452.4560546875,4191.1552734375,3935.40087890625,4385.48876953125,4452.4560546875,4191.1552734375,3935.40087890625,199113.3125,194070.5625,197485.34375,155000.03125,0.7246758257067536
11,0.000169676,0,0,5.0,1,16.0,1980,31.788006,2,1,0,0,57.322495,0,1,0,28.661247,15.894003,4134.353515625,4450.40087890625,4517.447265625,3900.695068359375,4134.353515625,4450.40087890625,4517.447265625,3900.695068359375,202852.921875,195078.296875,225625.59375,200320.75,0.7943902665552149
88,0.1273759,0,0,6.0,3,12.0,1975,31.100517,2,9,0,3,47.317528,1,0,0,23.658764,15.550259,4391.24755859375,4359.2548828125,4191.1552734375,3900.695068359375,4391.24755859375,4359.2548828125,4191.1552734375,3900.695068359375,207588.15625,196797.0,197485.34375,200320.75,1.0178244064842004
1,0.007122317,0,0,10.0,0,17.0,1977,64.171265,2,1,0,0,65.023895,0,0,0,32.511948,32.085632,3248.401611328125,2892.705078125,3152.9189453125,3900.695068359375,3248.401611328125,2892.705078125,3152.9189453125,3900.695068359375,183663.4375,168658.34375,183447.625,200320.75,0.018588850547613438
47,6.99893e-05,0,0,1.0,1,12.0,1978,33.512142,2,16,0,1,54.787323,0,1,0,27.393661,16.756071,4181.9638671875,4317.68505859375,4191.1552734375,3900.695068359375,4181.9638671875,4317.68505859375,4191.1552734375,3900.695068359375,196429.65625,216660.1875,197485.34375,200320.75,1.1577569639425311
6,0.24320452,0,0,6.0,0,12.0,2014,30.205011,1,0,0,0,42.50553,0,0,0,42.50553,30.205011,2845.37353515625,2784.1845703125,4191.1552734375,3935.40087890625,2845.37353515625,2784.1845703125,4191.1552734375,3935.40087890625,168980.375,163774.5625,197485.34375,155000.03125,0.14137142693843724
52,0.371149,0,0,5.0,2,17.0,1977,64.14115,2,5,0,1,64.14115,0,0,0,32.070576,32.59055,2918.726806640625,2892.705078125,3152.9189453125,3900.695068359375,2918.726806640625,2892.705078125,3152.9189453125,3900.695068359375,164924.3125,168658.34375,183447.625,200320.75,0.8240907045030756
62,0.072157584,0,0,0.0,0,6.0,1977,35.99267,1,0,1,1,41.194187,0,0,0,41.194187,35.99267,2590.0439453125,2892.705078125,4034.211181640625,3935.40087890625,2590.0439453125,2892.705078125,4034.211181640625,3935.40087890625,162067.28125,168658.34375,184713.765625,155000.03125,0.051399218409527686
31,0.15134622,0,1,17.0,4,17.0,2001,32.27258,2,1,0,10,57.955975,0,1,0,28.977987,16.13629,5480.21728515625,4469.6865234375,3152.9189453125,3900.695068359375,5480.21728515625,4469.6865234375,3152.9189453125,3900.695068359375,305054.5,237313.5,183447.625,200320.75,0.7348907988083246
57,0.13321534,0,0,5.0,3,7.0,1963,29.141212,2,4,1,3,45.96489,1,0,0,22.982445,14.570606,4127.81103515625,4348.6357421875,3845.193603515625,3900.695068359375,4127.81103515625,4348.6357421875,3845.193603515625,3900.695068359375,200291.734375,183953.15625,184268.0,200320.75,1.2557122546813269
77,6.99893e-05,0,0,12.0,1,14.0,1983,23.918634,1,16,0,1,42.678844,0,1,0,42.678844,23.918634,4400.0595703125,4405.57470703125,4155.375,3935.40087890625,4400.0595703125,4405.57470703125,4155.375,3935.40087890625,216321.671875,213877.5625,203235.09375,155000.03125,1.1577569639425311
27,0.072157584,0,0,15.0,0,17.0,2016,63.304604,2,0,1,1,64.9291,0,1,0,32.46455,31.652302,2752.188720703125,2877.744140625,3152.9189453125,3900.695068359375,2752.188720703125,2877.744140625,3152.9189453125,3900.695068359375,146171.4375,169595.375,183447.625,200320.75,0.051399218409527686
27,0.072157584,0,0,0.0,0,9.0,1977,55.441257,2,0,1,1,79.22705,0,0,0,39.613525,27.720629,2752.188720703125,2892.705078125,4315.83203125,3900.695068359375,2752.188720703125,2892.705078125,4315.83203125,3900.695068359375,146171.4375,168658.34375,195829.125,200320.75,0.051399218409527686
74,0.07577875,0,0,12.0,0,17.0,2017,81.90555,2,2,0,3,84.68773,0,0,0,42.343864,40.952774,3284.6943359375,3042.24267578125,3152.9189453125,3900.695068359375,3284.6943359375,3042.24267578125,3152.9189453125,3900.695068359375,195610.96875,182074.046875,183447.625,200320.75,0.14817069250058942
74,0.07577875,0,0,17.0,0,18.0,1977,52.423344,1,2,0,3,52.45759,0,0,0,52.45759,52.423344,3284.6943359375,2892.705078125,3385.941162109375,3935.40087890625,3284.6943359375,2892.705078125,3385.941162109375,3935.40087890625,195610.96875,168658.34375,187392.5,155000.03125,0.14817069250058942
79,0.16909109,0,0,2.0,2,16.0,1981,18.519733,1,5,0,10,39.429665,0,1,0,39.429665,18.519733,4494.8212890625,4408.5556640625,4517.447265625,3935.40087890625,4494.8212890625,4408.5556640625,4517.447265625,3935.40087890625,205055.125,226962.9375,225625.59375,155000.03125,0.45173428781676206
6,0.24320452,0,0,17.0,0,17.0,2016,61.142895,2,0,0,0,63.18442,0,0,0,31.59221,30.571447,2845.37353515625,2877.744140625,3152.9189453125,3900.695068359375,2845.37353515625,2877.744140625,3152.9189453125,3900.695068359375,168980.375,169595.375,183447.625,200320.75,0.14137142693843724
9,0.13624443,0,0,11.0,0,16.0,2006,24.349604,1,1,0,0,50.299168,0,1,0,50.299168,24.349604,3200.125,4442.158203125,4517.447265625,3935.40087890625,3200.125,4442.158203125,4517.447265625,3935.40087890625,186307.765625,263547.6875,225625.59375,155000.03125,0.2650641918683156
34,0.069753364,0,0,1.0,1,2.0,2016,42.782387,1,11,0,4,47.90933,0,0,0,47.90933,42.782387,4266.41796875,2877.744140625,2368.18359375,3935.40087890625,4266.41796875,2877.744140625,2368.18359375,3935.40087890625,278693.75,169595.375,176474.59375,155000.03125,1.4300412228247281
85,0.03717782,0,0,6.0,1,9.0,1976,47.696255,4,7,0,1,65.55984,1,0,0,16.38996,11.924064,4452.22509765625,4367.26318359375,4315.83203125,4113.4775390625,4452.22509765625,4367.26318359375,4315.83203125,4113.4775390625,238979.875,210694.84375,195829.125,377524.25,1.2868422744711405
156,0.007658515,0,0,13.0,3,17.0,2009,21.592325,1,19,0,56,39.248928,0,1,0,39.248928,21.592325,6176.396484375,4067.848388671875,3152.9189453125,3935.40087890625,6176.396484375,4067.848388671875,3152.9189453125,3935.40087890625,290291.375,199805.59375,183447.625,155000.03125,0.8382386351458517
69,0.000991363,0,0,1.0,1,16.0,1985,19.39425,1,9,0,3,39.252556,0,1,0,39.252556,19.39425,5478.5771484375,4613.064453125,4517.447265625,3935.40087890625,5478.5771484375,4613.064453125,4517.447265625,3935.40087890625,384122.78125,224799.9375,225625.59375,155000.03125,0.7956683884518936
108,0.0,0,0,9.0,0,12.0,1974,31.603651,2,4,0,2,49.88874,1,0,0,24.94437,15.801826,5996.37939453125,4335.46923828125,4191.1552734375,3900.695068359375,5996.37939453125,4335.46923828125,4191.1552734375,3900.695068359375,350049.90625,193429.046875,197485.34375,200320.75,0.49669502968472046
96,0.041116353,0,0,5.0,1,10.0,1994,35.222366,2,4,0,4,62.78381,0,1,0,31.391905,17.611183,4025.341796875,4190.7822265625,4100.24169921875,3900.695068359375,4025.341796875,4190.7822265625,4100.24169921875,3900.695068359375,200440.671875,243134.4375,199629.015625,200320.75,1.4946460338212915
169,0.21047324,0,0,3.0,3,14.0,1970,31.086988,2,0,0,2,58.43361,0,1,0,29.216805,15.543494,4771.91796875,4452.4560546875,4155.375,3900.695068359375,4771.91796875,4452.4560546875,4155.375,3900.695068359375,243936.015625,194070.5625,203235.09375,200320.75,0.2665444985032614
18,0.0,0,0,10.0,0,11.0,2000,33.040115,2,5,1,0,61.71855,0,1,0,30.859276,16.520058,4120.02490234375,4467.322265625,3858.347412109375,3900.695068359375,4120.02490234375,4467.322265625,3858.347412109375,3900.695068359375,188489.484375,261836.21875,205554.84375,200320.75,0.6905759050088947
21,0.19448927,0,0,2.0,3,12.0,1979,22.915735,1,5,0,3,42.501225,0,1,0,42.501225,22.915735,3986.568115234375,4379.783203125,4191.1552734375,3935.40087890625,3986.568115234375,4379.783203125,4191.1552734375,3935.40087890625,181779.71875,214225.3125,197485.34375,155000.03125,1.0494095205435412
27,0.041116353,0,0,2.0,1,9.0,2000,33.3203,2,4,0,4,54.583233,0,0,1,27.291616,16.66015,2752.188720703125,4467.322265625,4315.83203125,3900.695068359375,2752.188720703125,4467.322265625,4315.83203125,3900.695068359375,146171.4375,261836.21875,195829.125,200320.75,1.4946460338212915
148,0.31392455,0,0,1.0,2,16.0,2012,57.365604,3,10,0,11,127.48158,0,0,0,42.493862,19.121868,4555.77685546875,3454.446533203125,4517.447265625,3854.768310546875,4555.77685546875,3454.446533203125,4517.447265625,3854.768310546875,231212.046875,199556.859375,225625.59375,268864.5,0.5329303927242072
94,0.1273759,0,0,9.0,3,11.0,1976,30.738285,2,9,0,3,47.145626,1,0,0,23.572813,15.369143,4219.99267578125,4367.26318359375,3858.347412109375,3900.695068359375,4219.99267578125,4367.26318359375,3858.347412109375,3900.695068359375,181706.71875,210694.84375,205554.84375,200320.75,1.0178244064842004
