Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Base,HighIndex,Ecology_23,Mean_room_square_onLS,Mean_room_square_onS,UsefulSquare
13253,27,2,63.679115983087094,37.275774657400376,3.0,9.0,15.0,1977,0.017647053,1,1,2,469,0,540.0,0,0,1,1,0.6,2,18.6379,31.8396,1.7083
13905,44,1,34.7672268816687,18.209648101536544,6.0,7.0,9.0,1972,0.036122292,1,1,24,4378,0,1036.0,1,1,1,1,0.78,2,18.2096,34.7672,1.9093
8384,90,2,42.17678220950818,28.085689937853193,5.0,2.0,5.0,1965,0.265088676,1,1,37,5288,0,1937.0,3,2,1,1,0.4,2,14.0428,21.0884,1.5017
6486,200,3,85.28038875664878,58.447967179062545,9.0,5.0,6.0,1960,0.0,1,1,33,7425,1,750.0,2,5,1,1,0.83,2,19.4827,28.4268,1.4591
11703,23,1,41.11876598003856,35.11876598003856,3.0,4.0,17.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.24,2,35.1188,41.1188,1.1708
14591,43,2,43.701661788670734,26.350358249023103,5.0,5.0,9.0,1961,0.015016892,1,1,17,3079,59,2890.0,0,8,1,1,0.56,2,13.1752,21.8508,1.6585
8224,177,3,77.8739361356098,48.99113289942049,12.0,9.0,25.0,2012,0.0,1,1,36,6714,2,2672.0,0,2,1,1,0.36,2,16.3304,25.958,1.5896
9371,23,2,60.503248324677,54.503248324677,3.0,0.0,16.0,1977,0.034656082000000005,1,1,0,168,0,540.0,0,0,1,1,0.0,2,27.2516,30.2516,1.1101
10739,99,2,45.257138805377025,32.61382570011897,5.0,4.0,5.0,1971,0.033493708,1,1,66,10573,1,1322.0,3,8,1,1,0.8,2,16.3069,22.6286,1.3877
1853,101,3,58.4198155580721,37.27561392063118,5.0,5.0,5.0,1963,0.225824954,0,1,41,6558,7,1548.0,3,2,1,1,1.0,1,12.4252,19.4733,1.5672
9833,1,2,56.49431782042168,54.72356903322895,3.0,9.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.53,2,27.3618,28.2472,1.0324
175,23,2,58.692132931238426,52.692132931238426,3.0,16.0,17.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.94,2,26.3461,29.3461,1.1139
10521,38,3,106.34040255951886,104.21139562017449,3.0,0.0,20.0,2017,0.060753049,1,1,15,2787,2,520.0,0,7,1,1,0.0,2,34.7371,35.4468,1.0204
7008,21,2,48.85174210675611,33.533432105863035,5.0,5.0,5.0,1970,0.194489265,1,1,47,8004,3,125.0,3,5,1,1,1.0,2,16.7667,24.4259,1.4568
1821,23,2,49.929488622133064,43.929488622133064,3.0,9.0,12.0,1977,0.034656082000000005,1,1,0,168,0,540.0,0,0,1,1,0.75,2,21.9647,24.9647,1.1366
14292,103,1,41.53813827372754,23.292934580888872,8.0,7.0,16.0,1981,0.014423114,1,1,19,3806,4,540.0,0,3,1,1,0.44,2,23.2929,41.5381,1.7833
7596,23,1,47.080100247481404,46.80798919400547,12.0,3.0,9.0,1977,0.014072961,1,1,2,475,0,540.0,0,0,1,1,0.33,2,46.808,47.0801,1.0058
13393,98,1,41.27061351984075,20.45594534035546,7.0,8.0,14.0,2003,0.195781053,1,1,23,5212,6,1145.0,3,2,1,1,0.57,2,20.4559,41.2706,2.0175
2221,170,1,35.390235379659565,21.675589451961883,5.0,3.0,5.0,1963,0.21843974,1,1,21,4472,6,1450.0,4,7,0,1,0.6,2,21.6756,35.3902,1.6327
10103,94,1,35.28089402875877,23.35417623467495,6.0,9.0,11.0,1971,0.282797669,1,1,33,8667,2,540.0,0,6,1,1,0.82,2,23.3542,35.2809,1.5107
2301,1,2,65.22460279642264,61.40005437465901,3.0,17.0,22.0,2016,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.77,2,30.7,32.6123,1.0623
6455,44,1,31.89348347603991,20.94667055523254,7.0,3.0,14.0,1973,0.175054867,1,1,36,10055,3,620.0,1,0,1,1,0.21,2,20.9467,31.8935,1.5226
16334,1,1,42.41417613853096,36.41417613853096,3.0,14.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.82,2,36.4142,42.4142,1.1648
3963,48,3,60.49673620327934,38.701932866274475,6.0,4.0,9.0,1980,0.041124634,1,1,46,9515,5,620.0,1,10,1,1,0.44,2,12.9006,20.1656,1.5631
10065,5,2,54.477432041659135,31.149444195768496,7.0,14.0,22.0,1991,0.150817539,1,1,16,3433,4,2643.0,4,5,1,1,0.64,2,15.5747,27.2387,1.7489
3203,23,2,56.21870163187176,50.21870163187176,3.0,3.0,3.0,1977,0.005767451,1,1,1,388,0,540.0,0,0,1,1,1.0,2,25.1094,28.1094,1.1195
1982,28,1,38.007936217693626,23.281713820168363,9.0,1.0,12.0,1970,0.118537385,1,1,30,6207,1,1183.0,1,0,1,1,0.08,2,23.2817,38.0079,1.6325
12393,11,2,57.322494472127154,31.78800632302188,10.0,5.0,16.0,1980,0.00016967599999999998,1,1,36,5992,0,620.0,1,1,1,1,0.31,2,15.894,28.6612,1.8033
16601,88,2,47.31752643089487,31.100516771763807,6.0,6.0,12.0,1975,0.127375905,1,1,43,8429,3,1145.0,3,9,1,1,0.5,2,15.5503,23.6588,1.5214
4191,1,2,65.02389875686265,59.02389875686265,3.0,10.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.59,2,29.5119,32.5119,1.1017
7619,47,2,54.7873237643134,33.512142879434535,8.0,1.0,12.0,1978,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,1,0.08,2,16.7561,27.3937,1.6348
7605,6,1,42.50553193590355,36.50553193590355,3.0,6.0,12.0,2014,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.5,2,36.5055,42.5055,1.1644
9723,52,2,64.14115197487071,58.14115197487071,3.0,5.0,17.0,1977,0.371148999,1,1,34,7065,1,750.0,2,5,1,1,0.29,2,29.0706,32.0706,1.1032
11398,62,1,41.19418849786451,35.19418849786451,3.0,0.0,6.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.0,2,35.1942,41.1942,1.1705
3759,31,2,57.95597269122314,32.27257840039711,9.0,17.0,17.0,2001,0.151346216,1,0,32,5889,10,830.0,4,1,1,1,1.0,1,16.1363,28.978,1.7958
8443,57,2,45.96488978915266,29.141211816173783,5.0,5.0,7.0,1963,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,1,0.71,2,14.5706,22.9824,1.5773
1063,77,1,42.67884386982604,23.918634033545928,8.0,12.0,14.0,1983,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,1,0.86,2,23.9186,42.6788,1.7843
6925,27,2,64.92910276079539,63.30460517784749,10.0,15.0,17.0,2016,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.88,2,31.6523,32.4646,1.0257
10362,27,2,79.22704893716298,73.22704893716298,3.0,0.0,9.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.0,2,36.6135,39.6135,1.0819
2136,74,2,84.68773160202026,81.90555163617604,3.0,12.0,17.0,2017,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.71,2,40.9528,42.3439,1.034
14675,74,1,52.45758937232919,52.4233445561041,3.0,17.0,18.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.94,2,52.4233,52.4576,1.0007
9413,79,1,39.42966643301249,18.519732724337832,9.0,2.0,16.0,1981,0.16909109,1,1,19,3856,10,750.0,2,5,1,1,0.12,2,18.5197,39.4297,2.1291
4014,6,2,63.184422013103685,61.14289377226982,3.0,17.0,17.0,2016,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,1.0,2,30.5714,31.5922,1.0334
12246,9,1,50.299167150679395,24.3496040418,9.0,11.0,16.0,2006,0.136244425,1,1,11,2370,0,540.0,0,1,1,1,0.69,2,24.3496,50.2992,2.0657
14020,34,1,47.90932737998546,42.78238540963264,3.0,1.0,2.0,2016,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.5,2,42.7824,47.9093,1.1198
2435,85,4,65.55983414534953,47.696254952296684,6.0,6.0,9.0,1976,0.037177818,1,1,52,11217,1,2300.0,1,7,1,1,0.67,2,11.9241,16.39,1.3745
7758,156,1,39.24892718662953,21.592325047856093,7.0,13.0,17.0,2009,0.007658515,1,1,35,7077,56,2301.0,3,19,1,1,0.76,2,21.5923,39.2489,1.8177
12162,69,1,39.252554812007496,19.394250723900626,7.0,1.0,16.0,1985,0.000991363,1,1,33,6783,3,620.0,1,9,1,1,0.06,2,19.3943,39.2526,2.0239
15600,108,2,49.888740020585054,31.603650465162,6.0,9.0,12.0,1974,0.0,1,1,23,3684,2,540.0,0,4,1,1,0.75,2,15.8018,24.9444,1.5786
6832,96,2,62.78380934113364,35.222368111513255,10.0,5.0,10.0,1994,0.041116354,1,1,53,14892,4,620.0,1,4,1,1,0.5,2,17.6112,31.3919,1.7825
2952,169,2,58.433607265665074,31.08698930261341,8.0,3.0,14.0,1970,0.210473241,1,1,11,2398,2,1994.0,3,0,1,1,0.21,2,15.5435,29.2168,1.8797
2855,18,2,61.71855284835026,33.0401150131786,10.0,10.0,11.0,2000,0.0,1,1,30,5562,0,540.0,0,5,0,1,0.91,2,16.5201,30.8593,1.868
7488,21,1,42.5012260708919,22.91573470453811,8.0,2.0,12.0,1979,0.194489265,1,1,47,8004,3,125.0,3,5,1,1,0.17,2,22.9157,42.5012,1.8547
11248,27,2,54.583231282802906,33.320302288938066,11.0,2.0,9.0,2000,0.041116354,1,1,53,14892,4,620.0,1,4,1,1,0.22,2,16.6602,27.2916,1.6381
9613,148,3,127.48158341963554,121.48158341963554,3.0,1.0,16.0,2012,0.313924552,1,1,22,4625,11,3855.0,2,10,1,1,0.06,2,40.4939,42.4939,1.0494
16674,94,2,47.145626414517814,30.738284138231354,5.0,9.0,11.0,1976,0.127375905,1,1,43,8429,3,1145.0,3,9,1,1,0.82,2,15.3691,23.5728,1.5338
3918,41,2,48.07704110377844,28.835116601308275,5.0,5.0,9.0,1968,0.175054867,1,1,36,10055,3,620.0,1,0,1,1,0.56,2,14.4176,24.0385,1.6673
11902,128,2,52.08218293973108,34.01705745296253,8.0,7.0,17.0,1994,0.0,1,1,27,4798,0,30.0,2,8,1,1,0.41,2,17.0085,26.0411,1.5311
13395,10,2,50.29076173681866,32.460809440510396,6.0,12.0,12.0,1973,0.089039719,1,1,33,7976,5,540.0,0,11,1,1,1.0,2,16.2304,25.1454,1.5493
1836,144,2,49.0307877478954,31.91889562577639,8.0,2.0,5.0,1964,0.306977489,1,1,27,5148,14,1575.0,5,7,1,1,0.4,2,15.9594,24.5154,1.5361
1671,120,3,58.57037093462771,37.434125981371615,5.0,4.0,5.0,1961,0.341071945,1,1,27,5664,48,2300.0,3,11,1,1,0.8,2,12.478,19.5235,1.5646
9558,39,1,34.19820977216433,20.981127484293157,6.0,7.0,9.0,1973,0.428825818,1,1,25,5011,8,730.0,0,2,1,1,0.78,2,20.9811,34.1982,1.63
13887,7,3,74.97105425768765,46.23924761599082,10.0,16.0,17.0,1987,0.0,1,1,23,5067,4,750.0,2,6,1,1,0.94,2,15.4131,24.9904,1.6214
4280,34,2,61.33496777880346,40.919449206853585,3.0,1.0,26.0,2014,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.04,2,20.4597,30.6675,1.4989
14319,27,2,58.93727974313555,34.74006979324089,11.0,2.0,7.0,1998,0.041116354,1,1,53,14892,4,620.0,1,4,1,1,0.29,2,17.37,29.4686,1.6965
13671,84,3,63.72823655447478,38.96093513166355,6.0,9.0,9.0,1971,0.14966637300000002,1,1,22,4789,2,4087.0,4,1,1,1,1.0,2,12.987,21.2427,1.6357
9753,23,1,41.84569772836166,35.84569772836166,3.0,14.0,17.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.82,2,35.8457,41.8457,1.1674
13577,61,1,33.646711450929125,21.42355298005255,5.0,8.0,9.0,1975,0.300322518,1,1,52,10311,6,620.0,1,9,1,1,0.89,2,21.4236,33.6467,1.5705
14756,1,1,50.61776843485736,46.505676134063826,3.0,10.0,24.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.42,2,46.5057,50.6178,1.0884
3973,1,2,62.96990315347615,31.74561055395469,10.0,14.0,14.0,2014,0.007122317,1,1,1,264,0,540.0,0,1,1,1,1.0,2,15.8728,31.485,1.9836
13957,123,2,58.91191808519165,33.6122411146587,9.0,12.0,17.0,2005,0.0,1,1,47,11319,0,1145.0,3,5,1,1,0.71,2,16.8061,29.456,1.7527
11765,23,2,48.76013224783535,42.76013224783535,3.0,3.0,3.0,1977,0.034656082000000005,1,1,0,168,0,540.0,0,0,1,1,1.0,2,21.3801,24.3801,1.1403
2930,9,2,62.34715418212179,56.34715418212179,3.0,1.0,6.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,1,0.17,2,28.1736,31.1736,1.1065
6496,1,2,53.18796830353497,34.82049795088077,8.0,7.0,17.0,1990,0.025609157,1,1,33,5261,0,240.0,3,1,1,1,0.41,2,17.4102,26.594,1.5275
8361,57,3,64.0151002560132,43.84285219250445,6.0,10.0,12.0,1984,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,1,0.83,2,14.6143,21.3384,1.4601
9970,159,3,61.809021596554686,40.44472528024896,6.0,2.0,9.0,1972,0.015016892,1,1,17,3079,59,2890.0,0,8,1,1,0.22,2,13.4816,20.603,1.5282
3276,27,2,62.224569197974155,58.5039850086156,3.0,8.0,17.0,2016,0.017647053,1,1,2,469,0,540.0,0,0,1,1,0.47,2,29.252,31.1123,1.0636
6761,70,2,45.592912912750855,27.27845940340863,6.0,3.0,9.0,1981,0.002211665,1,1,39,7614,3,620.0,1,5,0,1,0.33,2,13.6392,22.7965,1.6714
11448,39,1,35.683059286946204,18.662235067338923,7.0,12.0,12.0,1977,0.428825818,1,1,25,5011,8,730.0,0,2,1,1,1.0,2,18.6622,35.6831,1.912
12428,94,2,39.900424683233375,26.477223105164704,6.0,12.0,14.0,1982,0.282797669,1,1,33,8667,2,540.0,0,6,1,1,0.86,2,13.2386,19.9502,1.507
8583,129,3,65.68346852974332,43.533322473808525,7.0,11.0,12.0,1977,0.020741326,1,1,24,5613,5,1340.0,2,5,1,1,0.92,2,14.5111,21.8945,1.5088
2516,3,1,42.145274302242434,21.304556088896693,10.0,3.0,14.0,1984,0.265088676,1,1,37,5288,0,1937.0,3,2,1,1,0.21,2,21.3046,42.1453,1.9782
14635,95,2,42.389567415418014,33.06483544074146,5.0,1.0,5.0,1963,0.0,1,1,7,1660,39,1786.0,1,5,1,1,0.2,2,16.5324,21.1948,1.282
12377,27,2,60.44585456445121,54.44585456445121,3.0,1.0,13.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.08,2,27.2229,30.2229,1.1102
14571,78,1,44.570412123654016,19.485741143328703,10.0,18.0,24.0,2011,0.092290642,1,1,21,4346,2,165.0,1,2,1,1,0.75,2,19.4857,44.5704,2.2873
3975,1,2,65.00927913436703,59.009279134367034,3.0,9.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.53,2,29.5046,32.5046,1.1017
14822,18,3,76.23513674330522,47.001817296653726,10.0,9.0,17.0,1997,0.0,1,1,30,5562,0,540.0,0,5,0,1,0.53,2,15.6673,25.4117,1.622
367,45,1,42.367288692851375,40.012528663007295,3.0,14.0,16.0,2015,0.195781053,1,1,23,5212,6,1145.0,3,2,1,1,0.88,2,40.0125,42.3673,1.0589
9703,15,4,98.68670312903869,57.307057812964345,15.0,10.0,17.0,2008,0.158249043,1,1,21,5731,0,620.0,1,0,1,1,0.59,2,14.3268,24.6717,1.7221
10935,121,3,60.43816917856879,43.96785075861281,5.0,5.0,5.0,1965,0.212515361,1,1,19,3293,16,628.0,3,7,1,1,1.0,2,14.656,20.1461,1.3746
5267,49,1,43.44426635232809,20.702408895355198,8.0,17.0,18.0,2010,0.020741326,1,1,24,5613,5,1340.0,2,5,1,1,0.94,2,20.7024,43.4443,2.0985
8753,25,3,89.80375267249289,85.95230644639723,3.0,3.0,4.0,2017,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.75,2,28.6508,29.9346,1.0448
11279,19,2,74.44137733392219,35.640269014040044,9.0,23.0,25.0,2004,0.000991363,1,1,33,6783,3,620.0,1,9,1,1,0.92,2,17.8201,37.2207,2.0887
8691,1,2,55.2332130691251,49.2332130691251,3.0,13.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.76,2,24.6166,27.6166,1.1219
16188,59,2,61.50213443093715,33.12142623794768,10.0,5.0,17.0,1985,0.019508796,1,1,37,7687,11,176.0,5,5,1,1,0.29,2,16.5607,30.7511,1.8569
10337,28,2,43.771829534570266,33.24216720327902,5.0,3.0,9.0,1968,0.118537385,1,1,30,6207,1,1183.0,1,0,1,1,0.33,2,16.6211,21.8859,1.3168
12087,2,3,60.15940612151951,46.35452671851282,5.0,4.0,9.0,1968,0.309479124,1,1,35,7715,4,990.0,0,6,1,1,0.44,2,15.4515,20.0531,1.2978
6072,6,1,65.10201679019049,64.62260302448165,3.0,9.0,10.0,2015,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.9,2,64.6226,65.102,1.0074
6600,96,1,35.99013769288014,18.12583002371395,3.0,1.0,9.0,1978,0.041116354,1,1,53,14892,4,620.0,1,4,1,1,0.11,2,18.1258,35.9901,1.9856
10726,27,3,89.6929642467968,87.62381427680403,3.0,1.0,13.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.08,2,29.2079,29.8977,1.0236
3428,108,3,110.20396948700356,59.27070227635576,12.0,19.0,28.0,2007,0.019508796,1,1,37,7687,11,176.0,5,5,1,1,0.68,2,19.7569,36.7347,1.8593
15386,127,2,45.92367266158226,26.177752782849087,5.0,3.0,5.0,1967,0.486245621,1,1,13,2514,19,540.0,0,6,1,1,0.6,2,13.0889,22.9618,1.7543
12613,6,2,65.49667436641931,55.893235804425885,3.0,5.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.29,2,27.9466,32.7483,1.1718
3749,85,1,42.19894558704247,20.794835924374308,10.0,16.0,22.0,1987,0.037177818,1,1,52,11217,1,2300.0,1,7,1,1,0.73,2,20.7948,42.1989,2.0293
6172,27,2,92.40000684071423,92.06923622776027,10.0,2.0,5.0,1977,0.07542368,1,1,11,3097,0,540.0,0,0,1,1,0.4,2,46.0346,46.2,1.0036
8173,56,1,40.812877553246935,23.09788779329753,10.0,10.0,22.0,1999,0.0,1,1,23,5067,4,750.0,2,6,1,1,0.45,2,23.0979,40.8129,1.767
14901,31,2,62.30129218800013,30.388568968400406,10.0,11.0,12.0,2008,0.151346216,1,0,32,5889,10,830.0,4,1,1,1,0.92,1,15.1943,31.1506,2.0502
9742,1,2,63.672610618053405,57.672610618053405,3.0,11.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.65,2,28.8363,31.8363,1.104
12256,169,1,33.25798132827507,18.181442895582567,5.0,7.0,9.0,1967,0.17891679600000002,1,1,18,3594,4,192.0,1,5,1,1,0.78,2,18.1814,33.258,1.8292
3839,31,3,78.47198680838288,52.70682355093004,8.0,5.0,6.0,1957,0.151346216,1,0,32,5889,10,830.0,4,1,1,1,0.83,1,17.5689,26.1573,1.4888
10835,61,2,45.586982489186994,34.682385480990014,5.0,5.0,5.0,1962,0.298204575,1,1,16,4048,3,620.0,1,3,1,1,1.0,2,17.3412,22.7935,1.3144
5460,74,1,50.145176202730894,44.145176202730894,3.0,8.0,12.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.67,2,44.1452,50.1452,1.1359
13759,109,1,40.117363791934814,21.391897654599497,10.0,5.0,22.0,1982,0.0,1,1,25,5027,4,46.0,1,1,1,1,0.23,2,21.3919,40.1174,1.8754
14787,34,2,60.366625674269216,57.70914937562125,10.0,19.0,20.0,2017,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.95,2,28.8546,30.1833,1.046
9892,62,2,71.3047632136293,65.3047632136293,3.0,13.0,20.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.65,2,32.6524,35.6524,1.0919
3287,27,3,92.88554386930149,91.64224916672009,13.0,7.0,17.0,2015,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.41,2,30.5474,30.9618,1.0136
7967,9,1,37.470195242427614,21.485797280082046,7.0,12.0,17.0,1993,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.71,2,21.4858,37.4702,1.744
10666,94,1,37.98575172539788,20.142098703933197,9.0,8.0,16.0,1974,0.521867054,1,1,25,6149,0,540.0,0,0,1,1,0.5,2,20.1421,37.9858,1.8859
8141,46,2,69.80461247985367,33.82966008436593,12.0,13.0,16.0,2014,0.188783766,1,1,31,6137,4,540.0,0,1,1,1,0.81,2,16.9148,34.9023,2.0634
11417,17,1,40.090754550200884,22.393898211263426,8.0,6.0,16.0,1980,0.093442564,1,1,23,4635,5,3300.0,2,4,1,1,0.38,2,22.3939,40.0908,1.7903
14141,23,2,57.69961907981183,44.69961907981183,10.0,1.0,2.0,1977,0.034656082000000005,1,1,0,168,0,540.0,0,0,1,1,0.5,2,22.3498,28.8498,1.2908
9870,62,1,53.49130060550926,51.83147294769089,3.0,1.0,5.0,2015,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.2,2,51.8315,53.4913,1.032
4954,23,1,44.647897567499456,41.555841756681,3.0,9.0,25.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.36,2,41.5558,44.6479,1.0744
